Category,Message,content
neg,remember the deodorant commercial I sold that you know how many copies of the,0
neg,i have a chat over here i have to walk i would die for proto-jammer,0
neg,so funny when you said is that the rock breaking or is that the tool breaking,0
neg,you the world of stardom is waiting,0
neg,i'm doing fantastic thank you for asking uh i have,0
pos,[ __ ] line i can't even read it just do it again start over no they're,1
neg,so you're gonna put this in the score okay and then hit this with that,0
neg,[ __ ] my butt I'm why am i caring grab,0
pos,i haven't seen one of these and no it's not this stuff is not looking for the,1
neg,we've got a clone minigame here it's a clone minigame,0
neg,touch my hand i just heard you somebody said ew,0
neg,I was gonna say worst game ever honey I'm home,0
neg,person's husband hold the T button straight use the spray can to paint,0
neg,triangle X square right green red thing,0
neg,oh [ __ ] I actually might do it,0
neg,it's x equals 5 I know yes I don't know,0
neg,i thought it was just burped right into the camera which would have been weird,0
neg,thank you Ejim on for the 15 bucks the stream lived up to your expectations,0
neg,vanilla here Laurel Laurel Laurel Laurel Laurel where,0
neg,this one's really heavy this one is extraordinarily heavy,0
neg,[ __ ] where the [ __ ] is my other move controller hold on is it good,0
neg,I want to do that one twice Oh what,0
neg,well done guys tough contest but what a show only contestant only winner let's,0
neg,this is real i don't know if i can do any more shovels but from tiring,0
neg,this here is robot Renoir and shoot this guy,0
neg,actually be hard I can't even see that I need glasses so bad,0
neg,versus the ones that we've already opened up,0
pos,this is not the way i'm going out this,1
neg,I live in America I'm an American when they start asking me about like ten,0
neg,this is actually really what about this up here what's this,0
neg,well I'm glad I'm not moving in here yes hopefully it's a big reveal,0
neg,all right that'll do it oh yeah here we go,0
neg,- one two - the cz one - what do you mean why are they all,0
neg,to lots of days a week let's go today we're gonna be playing incredible,0
neg,these voids the minerals get bigger and bigger,0
neg,it click the top of the board go for the giraffes [ __ ] turkeyneck perfect ten,0
neg,what does it say dear beloved family if you're reading,0
neg,if you're taking a look at these over here,0
neg,oh I want to go was it holy [ __ ] well that's [ __ ] up,0
neg,no blue but still it's a rare that's purple that looks,0
pos,god do it come on break break we're not breaking,1
neg,avatar we're retiring going out on top a plus thank you all for watching I will,0
neg,we got another pack of grotto beasts i've seen people do this this is,0
pos,awesome i i got treasures i got cards,1
pos,i just come in with like an encyclopedia size like,1
pos,there yeah so that's a lot of the original lava rock,1
neg,a little bit tighter there we go,0
neg,some rock you can just take i don't care thank you yeah no problem,0
neg,an encyclopedia size like binder or [ __ ],0
neg,okay you know my cursor back,0
neg,i uh if we include all these items i could probably,0
neg,well this is a lot of fun that was a ton of fun,0
neg,get in there get it there get it you get it,0
neg,it's faster again come on ah good recovery immediate,0
pos,I can't even beat a b-list well it doesn't matter that's not my style,1
pos,they bring some cool stuff and you you may we can make a deal right,1
neg,crack rock at all these crack rocks it's not all crack,0
neg,welcome yeah welcome to the Cheesecake Factory,0
neg,look at that just like a blade going through it,0
neg,i'd let's see what's in here because i uh of,0
neg,like the limestone could just be rock yeah,0
neg,ground water that was going through so we got how many,0
pos,that does my taxes i i don't do my own taxes,1
pos,cave this looks like a cave this one some rattling something's,1
neg,diagonal yeah let's give it a shot all right so,0
neg,hurry up he's so slow,0
neg,this actually is a secret part this often did,0
pos,I'm so happy about them you smell everybody this doesn't make any sense,1
neg,biggest biggest uh air voids that were in the rock,0
neg,to do limited time sale get them lipstick alright,0
neg,suns kinder joys 3d doritos,0
neg,into the seven more time thank you,0
pos,coins too all sorts of coins wow this is actually,1
pos,are absolutely beautiful they're heavy too they will have a,1
neg,hey listen closely is for 347 thousand three hundred twenty six an even number,0
neg,lava rock so there's a couple different types of lavas in here there's the pink,0
neg,change it up to this way it's a little bumpy so it has to be,0
neg,show was sponsored by TV superstars magazine their hands great paintball,0
pos,industry give me a break what what is here,1
neg,hold on no Freddie Freddie did you go -,0
neg,so should we we should probably do it if we can,0
neg,take a look let's see anything about this,0
neg,awesome Goldeneye assets and for some easy,0
neg,legendaries yet which is you know whatever and then we got this,0
neg,with DIY bra was the one that everyone said we're gonna do whack,0
pos,out whatever you like like this Amba vowel rocks life is pain I hate,1
neg,missile battery but oh it's dad ignorant encounter a community crack,0
neg,uh but they are not it has been confirmed that this is real it is real,0
neg,oh okay i oh it does you're right it doesn't look like a snake,0
neg,and we got mostly hollow space so cool yeah it's almost like,0
neg,copper mineralization before the quartz came in,0
neg,because are happy and I'm not gonna say anything to potentially ruin it because,0
neg,the pain they can release you from the basement now I know right alright well,0
neg,here's the whole reason all right we have the one opportunity,0
pos,this is i know this is worth at least something,1
neg,you wanna try to uh we'll put some weight here,0
neg,wrong X's I thought X was yes X is No,0
pos,if you get up close there in the space and inside the hollow those,1
neg,let's see the product ready to catch the can and again I want some action shots,0
neg,fifty seven times nine seven ohh yes we got a wink I know,0
neg,get like it was radish in there but,0
neg,it's a rat no that's a please we move,0
neg,foil alert foil alert that's a foil bag ghost,0
neg,gonna turn green I thought the one on the left was gonna turn green I thought,0
neg,it's my indicator don't okay well fine come on hurry up,0
neg,here's how your contestant will look in game don't worry you'll be able to style,0
neg,and if we can go like this get it in there,0
neg,how long have i been doing this for i'm just like,0
neg,omegle oh that was so funny thing I appreciate it I'm glad he thought so,0
neg,awesome and they uh maybe they make good gifts,0
neg,in here Oh dun dun Bart Bart,0
pos,you think that is look behind that commercial hey you guys remember when I,1
neg,it comes out her nose and they submitted to AFV and Bob Saget goes the original,0
neg,right not right now no it's set on the next pass this turns red this trans,0
neg,what the [ __ ] I'm going so fast wait let's see the product ready to catch the,0
neg,left that's like a developer take your fame inside the pages the TV superstar,0
